"A","ID","ID_PERSONA","M_ALTA","CENTRE_ELECCIONS","N_FORMACIONS","N_ASSESSORAMENTS","SLABORAL","BAIXA_AFILIACIO","NUM_AFILIACIO"
"250",1869541.1,1869541,3,0,0,1,5,0,1
"251",1881568.2,1881568,2,1,0,0,0,0,2
"252",1881568.2,1881568,2,1,0,0,0,0,2
"253",1882163.2,1882163,3,0,0,2,3,0,2
"254",1882163.2,1882163,3,0,0,2,3,0,2
"255",1885873.1,1885873,3,0,0,1,6,0,1
"256",1892764.2,1892764,2,0,0,2,1,0,2
"257",1892764.2,1892764,2,0,0,2,1,0,2
"258",1906822.2,1906822,3,0,0,0,2,1,2
"259",1906822.2,1906822,3,0,0,0,2,1,2
"260",1908272.3,1908272,2,1,0,0,5,0,3
"261",1908272.3,1908272,2,1,0,0,5,0,3
"262",1908272.3,1908272,2,1,0,0,5,0,3
"263",1909445.1,1909445,2,0,0,1,5,0,1
"264",1916277.1,1916277,3,1,0,1,1,0,1
"265",1917065.1,1917065,2,1,0,0,1,0,1
"266",1919567.2,1919567,3,1,0,2,1,1,2
"267",1919567.2,1919567,3,1,0,2,1,1,2
"268",1923108.2,1923108,2,1,0,0,1,0,2
"269",1923108.2,1923108,2,1,0,0,1,0,2
"270",1923757.2,1923757,3,0,0,2,1,0,2
"271",1923757.2,1923757,3,0,0,2,1,0,2
"272",1924696.1,1924696,3,1,0,0,1,0,1
"273",1931027.1,1931027,3,0,0,0,0,0,1
"274",1931032.2,1931032,2,1,0,2,1,0,2
"275",1931032.2,1931032,2,1,0,2,1,0,2
"276",1932472.1,1932472,2,0,0,0,1,1,1
"277",1933464.1,1933464,3,0,0,1,1,1,1
"278",1939777.2,1939777,3,1,0,0,1,0,2
"279",1939777.2,1939777,3,1,0,0,1,0,2
"280",1943983.2,1943983,2,1,0,0,1,0,2
"281",1943983.2,1943983,2,1,0,0,1,0,2
"282",1944489.2,1944489,2,1,0,0,1,1,2
"283",1944489.2,1944489,2,1,0,0,1,1,2
"284",1946972.3,1946972,3,1,0,0,1,0,3
"285",1946972.3,1946972,3,1,0,0,1,0,3
"286",1946972.3,1946972,3,1,0,0,1,0,3
"287",1946972.3,1946972,3,1,0,0,1,0,3
"288",1951103.1,1951103,3,1,0,0,1,0,1
"289",1952734.2,1952734,3,1,0,0,1,0,2
"290",1952734.2,1952734,3,1,0,0,1,0,2
"291",1955874.1,1955874,3,0,0,1,1,0,1
"292",1957266.1,1957266,2,0,0,1,1,0,1
"293",1957460.2,1957460,3,1,0,0,1,0,2
"294",1957460.2,1957460,3,1,0,0,1,0,2
"295",1962133.2,1962133,3,1,0,0,1,0,2
"296",1962133.2,1962133,3,1,0,0,1,0,2
"297",1963332.1,1963332,2,1,0,0,1,0,1
"298",1975727.1,1975727,2,0,1,0,1,1,1
"299",1977563.1,1977563,3,1,0,1,1,1,1
"300",1979384.2,1979384,3,0,0,2,1,0,2
"301",1979384.2,1979384,3,0,0,2,1,0,2
"302",1981795.2,1981795,3,0,2,0,1,1,2
"303",1981795.2,1981795,3,0,2,0,1,1,2
"304",1996159.1,1996159,2,1,0,1,1,0,1
"305",1996194.2,1996194,3,1,0,0,1,0,2
"306",1996194.2,1996194,3,1,0,0,1,0,2
"307",1996194.2,1996194,3,1,0,0,1,0,2
"308",1998290.1,1998290,3,0,0,1,1,0,1
"309",1999278.1,1999278,3,1,0,1,1,0,1
"310",2003532.1,2003532,3,1,0,0,0,0,1
"311",2005404.2,2005404,2,1,0,2,1,0,2
"312",2005404.2,2005404,2,1,0,2,1,0,2
"313",2005412.1,2005412,2,1,0,0,1,0,1
"314",2011693.2,2011693,2,1,0,0,1,0,2
"315",2011693.2,2011693,2,1,0,0,1,0,2
"316",2013450.1,2013450,2,1,0,0,1,1,1
"317",2014288.1,2014288,3,1,0,0,1,0,1
"318",2015477.2,2015477,3,1,0,0,5,0,2
"319",2015477.2,2015477,3,1,0,0,5,0,2
"320",2018067.2,2018067,2,1,0,2,1,0,2
"321",2018067.2,2018067,2,1,0,2,1,0,2
"322",2027084.1,2027084,3,0,0,1,1,0,1
"323",2027201.2,2027201,2,0,0,2,1,0,2
"324",2027201.2,2027201,2,0,0,2,1,0,2
"325",2031135.1,2031135,3,0,0,1,5,0,1
"326",2033951.1,2033951,3,0,0,0,1,0,1
"327",2041562.1,2041562,2,1,0,0,1,0,1
"328",2068000.1,2068000,2,0,0,0,1,0,1
"329",2098332.1,2098332,2,1,0,0,1,0,1
"330",2102688.1,2102688,2,1,0,0,1,1,1
"331",2184433.2,2184433,3,1,0,0,1,1,2
"332",2184433.2,2184433,3,1,0,0,1,1,2
"333",2249203.1,2249203,2,0,0,1,1,1,1
"334",2299824.1,2299824,2,0,0,1,2,0,1
"335",2338555.1,2338555,3,1,0,0,1,0,1
"336",2348698.2,2348698,3,1,0,0,1,0,2
"337",2348698.2,2348698,3,1,0,0,1,0,2
"338",2360739.1,2360739,2,1,0,1,1,1,1
"339",2378648.2,2378648,3,0,0,2,1,0,2
"340",2378648.2,2378648,3,0,0,2,1,0,2
"341",2384641.1,2384641,3,0,0,1,2,0,1
"342",2385658.2,2385658,3,1,0,0,0,0,2
"343",2385658.2,2385658,3,1,0,0,0,0,2
"344",2385850.1,2385850,2,0,0,1,1,0,1
"345",2407591.2,2407591,3,0,0,2,5,1,2
"346",2407591.2,2407591,3,0,0,2,5,1,2
"347",2430809.1,2430809,3,1,0,1,1,1,1
"348",2498741.2,2498741,2,1,0,0,1,0,2
"349",2498741.2,2498741,2,1,0,0,1,0,2
"350",2503012.2,2503012,3,1,0,0,2,0,2
"351",2503012.2,2503012,3,1,0,0,2,0,2
"352",2509840.2,2509840,2,0,0,2,1,1,2
"353",2509840.2,2509840,2,0,0,2,1,1,2
"354",2510605.2,2510605,3,1,0,0,3,0,2
"355",2510605.2,2510605,3,1,0,0,3,0,2
"356",2558966.1,2558966,3,1,0,0,1,0,1
"357",2570618.1,2570618,3,1,0,1,1,1,1
"358",2582239.2,2582239,2,1,0,0,1,0,2
"359",2582239.2,2582239,2,1,0,0,1,0,2
"360",2590995.1,2590995,2,1,0,1,1,0,1
"361",2601298.2,2601298,3,1,2,0,1,0,2
"362",2601298.2,2601298,3,1,2,0,1,0,2
"363",2633043.2,2633043,2,1,0,2,1,0,2
"364",2633043.2,2633043,2,1,0,2,1,0,2
"365",2639125.2,2639125,2,1,0,0,1,0,2
"366",2639125.2,2639125,2,1,0,0,1,0,2
"367",2658498.1,2658498,2,0,0,1,1,0,1
"368",2699070.3,2699070,3,1,0,0,0,1,3
"369",2699070.3,2699070,3,1,0,0,0,1,3
"370",2699070.3,2699070,3,1,0,0,0,1,3
"371",2711031.1,2711031,3,1,0,0,1,0,1
"372",2743078.1,2743078,2,0,0,0,1,0,1
"373",2767451.2,2767451,2,0,0,2,1,1,2
"374",2767451.2,2767451,2,0,0,2,1,1,2
"375",2785679.1,2785679,2,0,0,1,1,0,1
"376",2870517.2,2870517,2,1,0,2,1,0,2
"377",2870517.2,2870517,2,1,0,2,1,0,2
"378",2940362.2,2940362,2,0,0,0,1,0,2
"379",2940362.2,2940362,2,0,0,0,1,0,2
"380",2968633.1,2968633,3,1,0,0,1,0,1
"381",2977760.2,2977760,3,1,0,0,2,0,2
"382",2977760.2,2977760,3,1,0,0,2,0,2
"383",2977766.1,2977766,3,1,0,0,1,0,1
"384",2978038.2,2978038,2,1,0,2,1,0,2
"385",2978038.2,2978038,2,1,0,2,1,0,2
"386",3010715.1,3010715,3,0,0,0,2,0,1
"387",3019396.1,3019396,3,0,0,1,1,0,1
"388",3050037.2,3050037,3,0,0,0,1,1,2
"389",3050037.2,3050037,3,0,0,0,1,1,2
"390",3097514.1,3097514,2,1,0,0,1,0,1
"391",3174109.2,3174109,3,0,2,0,3,0,2
"392",3174109.2,3174109,3,0,2,0,3,0,2
"393",3238948.1,3238948,2,0,0,1,1,0,1
"394",3335305.2,3335305,2,1,0,2,1,0,2
"395",3335305.2,3335305,2,1,0,2,1,0,2
"396",3422788.1,3422788,2,1,0,0,1,0,1
"397",3422788.1,3422788,2,1,0,0,1,0,1
"398",3541939.2,3541939,3,1,0,2,1,0,2
"399",3541939.2,3541939,3,1,0,2,1,0,2
"400",3655146.1,3655146,2,1,0,0,1,0,1
"401",3856701.2,3856701,2,1,0,0,1,1,2
"402",3856701.2,3856701,2,1,0,0,1,1,2
"403",3856701.2,3856701,2,1,0,0,1,1,2
"404",3891583.2,3891583,3,1,0,2,1,1,2
"405",3891583.2,3891583,3,1,0,2,1,1,2
"406",3918774.1,3918774,2,0,1,0,1,0,1
"407",3934211.1,3934211,3,1,0,0,1,0,1
"408",3958052.1,3958052,3,1,0,1,1,1,1
"409",3972953.2,3972953,2,1,0,0,5,1,2
"410",3972953.2,3972953,2,1,0,0,5,1,2
"411",4059526.1,4059526,3,0,0,1,1,0,1
"412",4067119.2,4067119,3,0,0,2,5,0,2
"413",4067119.2,4067119,3,0,0,2,5,0,2
"414",4107546.1,4107546,3,0,0,1,1,0,1
"415",4143350.1,4143350,3,1,0,0,1,0,1
"416",4193568.1,4193568,2,1,0,1,1,0,1
"417",4210542.2,4210542,3,0,0,0,5,1,2
"418",4210542.2,4210542,3,0,0,0,5,1,2
"419",4234483.1,4234483,3,0,0,0,1,0,1
"420",4315375.1,4315375,3,0,0,1,5,1,1
"421",4427839.1,4427839,3,1,0,0,1,1,1
"422",4492343.1,4492343,2,1,0,0,1,0,1
"423",4517291.1,4517291,3,0,1,0,1,0,1
"424",4593612.1,4593612,3,1,0,1,1,0,1
"425",4613345.2,4613345,3,1,0,0,3,0,2
"426",4613345.2,4613345,3,1,0,0,3,0,2
"427",4635151.1,4635151,3,0,0,1,1,0,1
"428",4691583.2,4691583,2,0,0,0,5,0,2
"429",4691583.2,4691583,2,0,0,0,5,0,2
"430",4797831.1,4797831,2,1,0,0,1,1,1
"431",4798227.1,4798227,3,1,0,1,1,1,1
"432",5085729.1,5085729,3,0,0,1,1,1,1
"433",5087709.1,5087709,2,0,1,0,3,1,1
"434",5087763.1,5087763,2,0,0,1,5,0,1
"435",5089538.1,5089538,3,0,1,0,1,1,1
"436",5092508.1,5092508,3,1,0,1,1,1,1
"437",5093151.1,5093151,2,1,0,0,1,0,1
"438",5104133.1,5104133,3,1,0,0,1,0,1
"439",5104445.1,5104445,3,1,0,1,2,0,1
"440",5106154.1,5106154,2,0,0,1,1,0,1
"441",5109847.1,5109847,3,1,1,0,2,0,1
"442",5110503.1,5110503,3,1,0,0,1,0,1
"443",5114367.1,5114367,2,0,1,0,3,0,1
"444",5115128.1,5115128,2,0,1,0,3,1,1
"445",5116802.1,5116802,2,0,1,0,3,0,1
"446",5122298.1,5122298,3,1,1,0,3,0,1
"447",5301213.1,5301213,3,1,0,0,3,1,1
"448",5373356.1,5373356,3,0,0,1,1,0,1
"449",5484498.2,5484498,2,0,2,0,1,1,2
"450",5484498.2,5484498,2,0,2,0,1,1,2
"451",5686569.1,5686569,3,0,0,1,1,0,1
"452",5797461.1,5797461,2,1,0,0,1,0,1
"453",5815040.1,5815040,2,0,1,1,1,0,1
"454",5910426.1,5910426,2,1,0,1,1,0,1
"455",5953928.1,5953928,2,1,0,1,1,0,1
"456",5987695.1,5987695,3,1,0,0,1,0,1
"457",6008907.1,6008907,3,1,0,0,1,0,1
"458",6008956.1,6008956,3,1,0,1,1,0,1
"459",6037887.1,6037887,2,0,0,1,1,1,1
"460",6108401.1,6108401,2,1,0,0,1,1,1
"461",6144841.1,6144841,3,1,0,1,1,0,1
"462",6164007.1,6164007,3,0,0,1,1,0,1
"463",6173911.1,6173911,3,1,0,1,1,0,1
"464",6194379.1,6194379,2,1,0,0,1,0,1
"465",6197922.1,6197922,3,1,0,2,1,0,1
"466",6197922.1,6197922,3,1,0,2,1,0,1
"467",6209757.1,6209757,2,0,0,0,1,0,1
"468",6212546.1,6212546,3,0,0,1,1,0,1
"469",6216980.1,6216980,2,0,0,1,1,0,1
"470",6237287.1,6237287,2,0,0,1,1,0,1
"471",6248235.1,6248235,2,1,0,0,1,0,1
"472",6250150.1,6250150,2,1,0,0,1,0,1
"473",6251391.1,6251391,2,0,1,0,1,1,1
"474",6252872.1,6252872,2,1,0,1,1,1,1
"475",6253858.1,6253858,2,0,0,0,5,0,1
"476",6253890.1,6253890,2,0,0,0,5,0,1
"477",6254295.1,6254295,2,1,1,0,1,0,1
"478",6254516.1,6254516,2,0,0,0,1,0,1
"479",6254549.1,6254549,3,0,0,1,1,0,1
"480",6255673.1,6255673,2,1,0,0,1,0,1
"481",6259252.1,6259252,2,1,0,0,1,0,1
"482",6259510.1,6259510,2,1,0,0,1,0,1
"483",6259621.1,6259621,2,0,0,1,1,0,1
"484",6265713.1,6265713,2,0,0,0,1,0,1
"485",6267981.1,6267981,2,0,0,0,5,1,1
"486",6270535.1,6270535,2,0,0,1,1,1,1
"487",6270666.1,6270666,2,0,0,1,1,0,1
"488",6270806.1,6270806,3,0,0,1,0,1,1
"489",6270850.1,6270850,2,0,0,1,5,1,1
"490",6270941.1,6270941,2,0,0,0,1,0,1
"491",6271251.1,6271251,2,0,0,0,5,1,1
"492",6274928.1,6274928,2,1,0,0,1,1,1
"493",6275201.1,6275201,2,1,0,0,1,0,1
"494",6275756.1,6275756,2,1,0,0,1,0,1
"495",6276501.1,6276501,2,0,0,1,1,0,1
"496",6276708.1,6276708,2,0,0,0,5,0,1
"497",6280922.1,6280922,2,0,0,0,1,1,1
"498",6281046.1,6281046,2,0,0,0,1,0,1
"499",6281276.1,6281276,2,1,0,0,1,0,1
"500",6281444.1,6281444,2,0,1,0,3,0,1
"501",6281530.1,6281530,2,0,0,1,1,0,1
"502",6282402.1,6282402,2,0,0,0,3,0,1
"503",6286026.1,6286026,2,1,0,1,1,1,1
"504",6286349.1,6286349,2,0,0,0,1,0,1
"505",6287258.1,6287258,2,0,0,1,1,0,1
"506",6287290.1,6287290,2,0,0,0,1,1,1
"507",6287493.1,6287493,2,1,0,0,1,1,1
"508",6287577.1,6287577,2,1,0,0,1,1,1
"509",6289341.1,6289341,2,0,0,1,1,0,1
"510",6289900.1,6289900,2,1,0,0,1,0,1
"511",6290853.1,6290853,2,1,0,0,1,1,1
"512",6290911.1,6290911,3,1,1,0,1,0,1
"513",6291009.1,6291009,2,1,0,0,1,0,1
"514",6291137.1,6291137,2,1,0,0,1,0,1
"515",6293569.1,6293569,2,0,0,0,5,0,1
"516",6293736.1,6293736,2,1,0,0,1,0,1
"517",6294240.1,6294240,2,1,0,1,1,0,1
"518",6298463.1,6298463,2,0,0,1,1,1,1
"519",6299746.1,6299746,2,0,0,1,5,0,1
"520",6299846.1,6299846,2,0,0,0,5,0,1
"521",6300400.1,6300400,2,0,0,1,3,0,1
"522",6300981.1,6300981,2,0,0,1,1,1,1
"523",6301239.1,6301239,2,1,0,0,1,1,1
"524",6302540.1,6302540,2,0,0,0,1,0,1
"525",6303877.1,6303877,2,0,0,1,5,0,1
"526",6304529.1,6304529,2,0,0,1,1,0,1
"527",6304602.1,6304602,2,1,0,0,1,1,1
"528",6304666.1,6304666,2,1,0,1,1,0,1
"529",6305039.1,6305039,2,1,0,1,1,1,1
"530",6307056.1,6307056,2,1,0,0,1,1,1
"531",6308092.1,6308092,2,0,0,0,1,1,1
"532",6308983.1,6308983,2,0,0,1,1,0,1
"533",6309051.1,6309051,2,0,0,1,1,1,1
"534",6309135.1,6309135,2,1,0,1,1,0,1
"535",6309265.1,6309265,2,0,0,1,1,0,1
"536",6309412.1,6309412,2,0,0,1,1,0,1
"537",6309443.1,6309443,2,0,0,0,1,1,1
"538",6310038.1,6310038,2,0,0,0,5,0,1
"539",6311231.1,6311231,2,1,0,0,2,1,1
"540",6311796.1,6311796,2,0,0,0,3,0,1
"541",6313548.1,6313548,2,1,0,0,1,0,1
"542",6313934.1,6313934,2,1,0,0,1,1,1
"543",6314088.1,6314088,2,0,0,1,1,0,1
"544",6314365.1,6314365,2,1,0,0,1,0,1
"545",6314437.1,6314437,2,0,0,1,1,0,1
"546",6314466.1,6314466,2,0,0,1,5,0,1
"547",6314579.1,6314579,2,0,0,1,1,1,1
"548",6314700.1,6314700,2,0,0,1,5,0,1
"549",6314716.1,6314716,2,0,0,1,1,0,1
"550",6314932.1,6314932,2,0,0,0,3,0,1
"551",6315123.1,6315123,2,0,1,0,3,1,1
"552",6315135.1,6315135,2,1,0,1,1,0,1
"553",6315419.1,6315419,3,0,0,0,1,0,1
"554",6315506.1,6315506,2,0,0,0,3,0,1
"555",6315567.1,6315567,2,1,0,0,1,0,1
"556",6316336.1,6316336,2,1,0,1,1,0,1
"557",6316676.1,6316676,2,1,0,1,1,0,1
"558",6316998.1,6316998,2,0,0,0,1,0,1
"559",6317003.1,6317003,2,1,0,0,3,0,1
"560",6317073.1,6317073,2,0,0,0,1,0,1
"561",6317150.1,6317150,2,0,0,0,1,0,1
"562",6319467.1,6319467,2,0,0,0,5,0,1
"563",6319612.1,6319612,2,1,0,0,1,0,1
"564",6319711.1,6319711,2,0,0,1,1,0,1
"565",6320145.1,6320145,2,0,0,1,1,0,1
"566",6320240.1,6320240,2,1,0,1,1,0,1
"567",6320613.1,6320613,2,0,0,1,5,0,1
"568",6320870.1,6320870,2,0,0,0,1,0,1
"569",6321211.1,6321211,2,1,0,0,1,0,1
"570",6321283.1,6321283,2,0,0,0,1,0,1
"571",6321754.1,6321754,2,0,0,0,5,1,1
"572",6322866.1,6322866,2,0,0,0,1,0,1
"573",6329441.1,6329441,2,0,0,1,1,0,1
"574",6329579.1,6329579,2,1,0,0,1,0,1
"575",6329693.1,6329693,2,0,0,0,5,0,1
"576",6329693.1,6329693,2,0,0,0,5,0,1
"577",6329713.1,6329713,2,1,0,0,1,1,1
"578",6329830.1,6329830,2,0,0,1,1,0,1
"579",6329853.1,6329853,2,1,0,1,1,1,1
"580",6330235.1,6330235,2,0,0,0,1,0,1
"581",6330377.1,6330377,2,1,0,1,1,0,1
"582",6330831.1,6330831,2,0,0,0,1,0,1
"583",6331065.1,6331065,2,0,0,0,2,0,1
"584",6331304.1,6331304,2,0,0,1,6,0,1
"585",6331606.1,6331606,2,1,0,0,1,0,1
"586",6331913.1,6331913,2,0,1,0,1,1,1
"587",6332172.1,6332172,2,0,1,0,3,0,1
"588",6332174.1,6332174,2,1,0,0,1,0,1
"589",6332468.1,6332468,2,1,0,0,2,1,1
"590",6332490.1,6332490,2,1,0,1,1,0,1
"591",6332546.1,6332546,2,0,1,0,3,0,1
"592",6333029.1,6333029,2,0,0,0,1,0,1
"593",6333063.1,6333063,2,0,0,0,2,0,1
"594",6333486.1,6333486,2,0,0,1,2,0,1
"595",6334371.1,6334371,2,0,0,0,1,1,1
"596",6334372.1,6334372,2,0,0,0,1,0,1
"597",6334686.1,6334686,2,0,1,0,1,0,1
"598",6334770.1,6334770,2,0,0,1,1,0,1
"599",6334819.1,6334819,2,1,0,0,1,0,1
"600",6334943.1,6334943,2,0,0,1,1,0,1
"601",6335005.1,6335005,3,0,0,1,5,0,1
"602",6335006.1,6335006,2,0,0,2,1,1,1
"603",6335006.1,6335006,2,0,0,2,1,1,1
"604",6335196.1,6335196,2,1,0,1,1,0,1
"605",6335371.1,6335371,2,1,0,0,1,1,1
"606",6336004.1,6336004,2,1,0,0,1,0,1
"607",6336152.1,6336152,2,0,0,0,1,0,1
"608",6336682.1,6336682,2,0,0,1,3,0,1
"609",6337643.1,6337643,2,1,0,1,1,0,1
"610",6338274.1,6338274,2,0,0,0,3,0,1
"611",6338860.1,6338860,3,0,0,0,3,0,1
"612",6340449.1,6340449,2,0,0,1,5,0,1
"613",6340468.1,6340468,2,0,0,0,5,1,1
"614",6340850.1,6340850,2,0,0,1,1,0,1
"615",6340851.1,6340851,2,0,0,0,5,0,1
"616",6340879.1,6340879,2,1,0,1,1,0,1
"617",6340942.1,6340942,2,1,1,0,1,0,1
"618",6340995.1,6340995,2,0,1,0,3,1,1
"619",6341095.1,6341095,2,1,0,1,1,0,1
"620",6341701.1,6341701,2,0,0,1,5,0,1
"621",6341933.1,6341933,2,0,0,0,5,1,1
"622",6342372.1,6342372,2,0,0,1,1,0,1
"623",6345183.1,6345183,2,0,0,0,1,0,1
"624",6345500.1,6345500,2,0,0,0,1,1,1
"625",6345910.1,6345910,2,1,0,1,1,0,1
"626",6347629.1,6347629,2,1,0,1,1,0,1
"627",6347845.1,6347845,2,1,0,1,1,0,1
"628",6347925.1,6347925,2,1,0,0,1,1,1
"629",6348494.1,6348494,2,1,0,0,1,0,1
"630",6348863.1,6348863,2,1,0,0,1,1,1
"631",6349691.1,6349691,2,0,0,1,1,0,1
"632",6350171.1,6350171,2,0,0,1,1,0,1
"633",6350423.1,6350423,2,0,0,0,1,0,1
"634",6350768.1,6350768,2,0,0,1,1,0,1
"635",6350856.1,6350856,2,0,0,1,1,0,1
"636",6350880.1,6350880,2,1,0,1,1,0,1
"637",6351504.1,6351504,3,0,0,1,1,0,1
"638",6351533.1,6351533,2,1,0,0,3,0,1
"639",6351644.1,6351644,2,0,0,0,5,0,1
"640",6352197.1,6352197,3,0,0,0,5,0,1
"641",6353881.1,6353881,2,1,0,0,1,0,1
"642",6354146.1,6354146,2,0,0,1,1,0,1
"643",6354229.1,6354229,2,1,0,1,1,0,1
"644",6354350.1,6354350,2,0,0,0,1,1,1
"645",6354591.1,6354591,2,0,0,0,1,0,1
"646",6354724.1,6354724,2,1,0,1,1,1,1
"647",6354855.1,6354855,2,1,0,1,1,0,1
"648",6354976.1,6354976,2,0,0,0,6,0,1
"649",6355202.1,6355202,2,1,0,1,1,1,1
"650",6355272.1,6355272,2,0,0,0,1,0,1
"651",6355809.1,6355809,2,0,0,1,5,0,1
"652",6355810.1,6355810,2,0,0,1,1,0,1
"653",6355812.1,6355812,2,0,0,1,5,1,1
"654",6356173.1,6356173,2,1,0,0,1,0,1
"655",6356785.1,6356785,2,1,0,1,1,0,1
"656",6363651.1,6363651,3,0,0,1,1,0,1
"657",6363677.1,6363677,2,0,0,1,1,1,1
"658",6363795.1,6363795,2,1,0,0,1,0,1
"659",6363800.1,6363800,2,1,0,1,1,0,1
"660",6363916.1,6363916,2,0,0,0,1,0,1
"661",6364144.1,6364144,2,1,0,1,1,0,1
"662",6364147.1,6364147,2,0,0,1,5,0,1
"663",6364172.1,6364172,2,0,0,1,6,0,1
"664",6364174.1,6364174,2,0,0,0,5,0,1
"665",6364374.1,6364374,2,1,0,1,1,0,1
"666",6364423.1,6364423,2,1,0,0,1,0,1
"667",6364575.1,6364575,2,0,0,1,1,0,1
"668",6364667.1,6364667,2,0,0,1,5,1,1
"669",6364885.1,6364885,2,0,0,1,5,0,1
"670",6364909.1,6364909,2,0,0,1,1,0,1
"671",6364930.1,6364930,2,0,0,2,5,0,1
"672",6364930.1,6364930,2,0,0,2,5,0,1
"673",6365053.1,6365053,2,1,0,1,1,0,1
"674",6365064.1,6365064,2,0,0,1,1,1,1
"675",6365278.1,6365278,2,1,0,0,1,0,1
"676",6365335.1,6365335,2,0,0,1,1,0,1
"677",6365902.1,6365902,3,0,0,0,1,0,1
"678",6365951.1,6365951,2,0,1,0,3,0,1
"679",6365960.1,6365960,2,0,0,1,5,0,1
"680",6366329.1,6366329,2,1,0,1,1,0,1
"681",6366522.1,6366522,2,0,0,1,1,1,1
"682",6366803.1,6366803,2,1,0,1,1,0,1
"683",6366816.1,6366816,2,1,0,1,1,0,1
"684",6367554.1,6367554,2,0,0,1,1,0,1
"685",6367618.1,6367618,2,0,1,0,1,0,1
"686",6369047.1,6369047,3,0,0,0,1,0,1
"687",6369136.1,6369136,2,1,0,1,1,0,1
"688",6369141.1,6369141,2,0,0,0,5,0,1
"689",6369585.1,6369585,2,1,0,1,1,0,1
"690",6369599.1,6369599,2,0,0,1,1,0,1
"691",6369832.1,6369832,2,0,0,1,1,0,1
"692",6369884.1,6369884,2,1,0,1,1,0,1
"693",6369893.1,6369893,2,1,0,0,3,1,1
"694",6369993.1,6369993,2,1,0,0,1,0,1
"695",6370069.1,6370069,2,1,0,0,1,0,1
"696",6370285.1,6370285,2,1,0,0,1,1,1
"697",6370301.1,6370301,2,0,0,1,5,0,1
"698",6371039.1,6371039,2,1,0,0,1,0,1
"699",6371089.1,6371089,2,0,0,0,1,1,1
"700",6371242.1,6371242,2,1,0,1,1,0,1
"701",6371271.1,6371271,2,0,0,1,1,0,1
"702",6371851.1,6371851,2,0,0,1,1,0,1
"703",6372143.1,6372143,3,0,0,0,1,0,1
"704",6373856.1,6373856,2,1,0,1,1,0,1
"705",6374026.1,6374026,2,0,0,1,5,0,1
"706",6374040.1,6374040,2,0,0,1,1,0,1
"707",6374145.1,6374145,2,1,0,0,1,0,1
"708",6374365.1,6374365,2,0,0,1,5,0,1
"709",6374441.1,6374441,2,0,0,1,1,0,1
"710",6374507.1,6374507,2,1,0,0,2,0,1
"711",6374658.1,6374658,2,1,0,0,1,0,1
"712",6374693.1,6374693,2,1,0,1,1,0,1
"713",6374741.1,6374741,2,1,0,0,1,0,1
"714",6375255.1,6375255,2,1,0,0,1,0,1
"715",6375300.1,6375300,2,1,0,0,1,1,1
"716",6379302.1,6379302,2,1,0,0,1,1,1
"717",6379344.1,6379344,3,1,0,0,1,0,1
"718",6380105.1,6380105,3,0,0,1,5,0,1
"719",6380552.1,6380552,2,0,0,0,5,1,1
"720",6380599.1,6380599,3,1,0,1,1,1,1
"721",6381432.1,6381432,2,0,1,0,3,0,1
"722",6381629.1,6381629,2,0,1,0,1,1,1
"723",6383239.1,6383239,2,0,1,0,3,1,1
"724",6383519.1,6383519,2,1,0,1,1,0,1
"725",6383773.1,6383773,2,0,1,0,1,1,1
"726",6384271.1,6384271,2,1,0,0,1,1,1
"727",6384279.1,6384279,2,1,0,0,1,0,1
"728",6384746.1,6384746,2,0,0,1,1,1,1
"729",6384925.1,6384925,2,0,0,0,5,1,1
"730",6386549.1,6386549,2,1,0,1,1,1,1
"731",6386647.1,6386647,2,1,0,0,1,0,1
"732",6386699.1,6386699,3,0,0,0,1,0,1
"733",6386754.1,6386754,3,1,0,0,1,0,1
"734",6386822.1,6386822,2,0,0,1,5,0,1
"735",6387420.1,6387420,2,1,0,0,1,0,1
"736",6388061.1,6388061,2,0,1,0,1,0,1
"737",6389410.1,6389410,2,1,0,1,1,0,1
"738",6389975.1,6389975,2,1,0,0,1,1,1
"739",6390430.1,6390430,3,1,0,1,5,0,1
"740",6391093.1,6391093,2,0,0,1,1,1,1
"741",6391540.1,6391540,2,1,0,1,1,0,1
"742",6394661.1,6394661,2,1,0,0,1,0,1
"743",6395713.1,6395713,2,1,0,0,3,0,1
"744",6397681.1,6397681,2,1,0,0,1,0,1
"745",6397813.1,6397813,2,0,0,1,1,0,1
"746",6398028.1,6398028,2,0,0,1,1,0,1
"747",6398216.1,6398216,2,0,0,1,1,0,1
"748",6398323.1,6398323,2,0,0,1,5,1,1
"749",6398352.1,6398352,2,0,0,1,1,0,1
"750",6398631.1,6398631,2,1,0,1,1,0,1
"751",6398721.1,6398721,3,0,0,1,1,0,1
"752",6398734.1,6398734,2,1,0,1,1,0,1
"753",6398926.1,6398926,3,0,1,0,1,1,1
"754",6399003.1,6399003,2,0,0,0,5,1,1
"755",6399634.1,6399634,3,0,0,1,1,0,1
"756",6399705.1,6399705,2,0,0,0,5,1,1
"757",6399993.1,6399993,3,0,0,1,1,1,1
"758",6400051.1,6400051,2,0,0,1,1,0,1
"759",6400128.1,6400128,2,0,0,1,5,0,1
"760",6400367.1,6400367,2,0,1,0,3,0,1
"761",6400436.1,6400436,3,0,0,0,1,0,1
"762",6400530.1,6400530,2,1,0,0,1,0,1
"763",6400578.1,6400578,3,1,0,1,1,0,1
"764",6400594.1,6400594,2,1,0,0,1,0,1
